created_timestamp,ASIN,customer_context,action,is_starred,device_family,country,preferred_marketplace
2025-04-11T23:43:53Z,B09BTQ9HW6,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-20T06:50:32Z,B0B33WTCMT,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-02T02:07:37Z,B09X3DKLSZ,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-29T16:05:08Z,B0CX82WQ5Q,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-12T09:50:43Z,B0C44DX85D,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-04-26T20:21:04Z,B076G47245,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T13:49:33Z,B0BHV6ZHT1,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-30T03:58:01Z,B07QBC8QTP,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-07-28T02:45:47Z,75138A0188C24E0CB2340EECDBF7A111,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-06-23T03:17:48Z,B0DFGDFM4V,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-03-07T01:21:58Z,B0CHVBB7Y5,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-20T00:29:46Z,B0DGCLB3X3,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-23T18:03:45Z,B0BGDM197Q,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-21T00:46:25Z,B0CKMFZN5Z,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-15T10:59:29Z,B01FWXWOV2,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-22T16:46:31Z,B0C3WPY9S1,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-03-01T04:57:41Z,B00DB2YN0C,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-05T22:44:34Z,B09H7Q4B74,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-06-08T16:39:57Z,B07N6PJWQF,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-09T19:39:08Z,B08F4ZSTH2,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-25T19:57:48Z,B07QQLW215,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-05-04T16:02:54Z,B00IUS9FOG,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-15T17:39:46Z,B0C1R1XL57,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-06-02T08:16:30Z,B09JT59YYX,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-25T23:16:04Z,B07K6G7QBR,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-08T22:50:03Z,B09F6SYVBR,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-23T16:31:56Z,B0C4LHVJ82,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-29T04:08:27Z,B00I43Z1J0,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-07-14T13:59:12Z,B0CMJRJPC7,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-06T13:33:28Z,B0BDZ2M91F,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-08T21:54:27Z,B089G7T55M,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-04T12:31:56Z,B00HZVPHGE,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-07-13T02:05:05Z,B0C9MXW2JL,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-24T02:12:18Z,B0BTJCWKRC,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-20T01:14:01Z,B0CFYJWMTR,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-02T00:05:09Z,B0D6MG4KFQ,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-22T11:31:11Z,B007N6JEII,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-20T00:30:57Z,B0DGCLB3X3,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-18T07:30:36Z,B0CNSGXRN9,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-29T21:17:03Z,B09PNM8FFN,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-27T15:42:05Z,B08QDJX3VB,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-05T12:16:30Z,B00WASWK7Q,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-21T19:51:44Z,B01LOWN78Y,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-30T16:02:06Z,B0CNNV2G3J,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-06-08T13:58:45Z,B07N1Y4SNJ,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-14T03:46:40Z,B0CXKKC82X,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T21:33:27Z,B0BHV6ZHT1,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-07-20T03:26:51Z,B0C4GRKJTF,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-09T01:41:47Z,B01D6TA9Y8,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-11T10:47:34Z,B0C7B3DFJZ,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-30T20:11:19Z,B0F1Y9XH1B,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-28T05:48:01Z,B0BTZ8VWJ8,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-04-21T15:21:51Z,B0D9CC3C9Y,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-14T16:07:47Z,B0CKRXNDCF,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-12T00:31:28Z,B089H1D5V6,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-12T21:52:55Z,B09DFCYN4V,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-11T23:28:23Z,B09GL14D21,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-04T20:43:27Z,B00HZVPHGE,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-28T17:34:01Z,B0CX82WQ5Q,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-02T10:34:18Z,B0CPHK75WH,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-04T20:46:23Z,B00HZVPHGE,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-06-16T11:22:34Z,B0BV1C2PJ8,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-12T21:47:52Z,B09DFCYN4V,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
