ASIN,"Content Update Receipt Date","Content Update Start Date","Creation Date","Current Book Format","Device Family","Device Serial Number",Marketplace,"New Book Format",Reason,"Software Version",Status,"Update Date","Update Target"
B07QNKVR3N,"NOT AVAILABLE","NOT AVAILABLE",2024-03-26T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0CHWQPB49,"NOT AVAILABLE","NOT AVAILABLE",2024-03-26T00:00:00.00Z,"Enhanced TypeSetting",MAC,"DFE17369AE255C3FBCC54ABD864547FA","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412480,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BCZWC3QZ,"NOT AVAILABLE","NOT AVAILABLE",2024-03-26T00:00:00.00Z,"Enhanced TypeSetting",MAC,"DFE17369AE255C3FBCC54ABD864547FA","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412480,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BCZWC3QZ,"NOT AVAILABLE","NOT AVAILABLE",2024-03-27T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B083GY7J9P,"NOT AVAILABLE","NOT AVAILABLE",2024-03-27T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BNJMJ4K9,"NOT AVAILABLE","NOT AVAILABLE",2024-03-27T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B076G47245,"NOT AVAILABLE","NOT AVAILABLE",2024-03-27T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B08X472VK3,"NOT AVAILABLE","NOT AVAILABLE",2024-03-27T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B09ZKRWCG4,"NOT AVAILABLE","NOT AVAILABLE",2024-03-27T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BC16PP4Z,"NOT AVAILABLE","NOT AVAILABLE",2024-03-28T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B09CNFRZDC,"NOT AVAILABLE","NOT AVAILABLE",2024-03-29T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0CYWDS6CT,"NOT AVAILABLE","NOT AVAILABLE",2024-03-30T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B09DTJF1WD,"NOT AVAILABLE","NOT AVAILABLE",2024-03-30T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B09DTJF1WD,"NOT AVAILABLE","NOT AVAILABLE",2024-03-30T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B07ZFZZ2GQ,"NOT AVAILABLE","NOT AVAILABLE",2024-03-31T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B07ZFZZ2GQ,"NOT AVAILABLE","NOT AVAILABLE",2024-03-31T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B09Z7BYZS3,"NOT AVAILABLE","NOT AVAILABLE",2024-04-01T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B09Z7BYZS3,"NOT AVAILABLE","NOT AVAILABLE",2024-04-02T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BHLBHG79,"NOT AVAILABLE","NOT AVAILABLE",2024-04-02T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BHLBHG79,"NOT AVAILABLE","NOT AVAILABLE",2024-04-02T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0CYWDS6CT,"NOT AVAILABLE","NOT AVAILABLE",2024-04-03T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412490,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BJJTTM8K,"NOT AVAILABLE","NOT AVAILABLE",2024-04-04T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B06XWR6BC3,"NOT AVAILABLE","NOT AVAILABLE",2024-04-04T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B01M98D4TM,"NOT AVAILABLE","NOT AVAILABLE",2024-04-04T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0BJJTTM8K,"NOT AVAILABLE","NOT AVAILABLE",2024-04-05T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B008WOTQGU,"NOT AVAILABLE","NOT AVAILABLE",2024-04-05T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B008WOTQGU,"NOT AVAILABLE","NOT AVAILABLE",2024-04-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00AXIZ5MC,"NOT AVAILABLE","NOT AVAILABLE",2024-04-06T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00AXIZ5MC,"NOT AVAILABLE","NOT AVAILABLE",2024-04-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00BKK6E04,"NOT AVAILABLE","NOT AVAILABLE",2024-04-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00FO60CH6,"NOT AVAILABLE","NOT AVAILABLE",2024-04-06T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00FO60CH6,"NOT AVAILABLE","NOT AVAILABLE",2024-04-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00H57X864,"NOT AVAILABLE","NOT AVAILABLE",2024-04-07T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00O6V45E6,"NOT AVAILABLE","NOT AVAILABLE",2024-04-07T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00N6PD7L0,"NOT AVAILABLE","NOT AVAILABLE",2024-04-08T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00O6V45CS,"NOT AVAILABLE","NOT AVAILABLE",2024-04-08T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00QE1DLIC,"NOT AVAILABLE","NOT AVAILABLE",2024-04-09T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00QE1DLIC,"NOT AVAILABLE","NOT AVAILABLE",2024-04-09T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00O6V45E6,"NOT AVAILABLE","NOT AVAILABLE",2024-04-09T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B00H57X864,"NOT AVAILABLE","NOT AVAILABLE",2024-04-09T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412618,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B01LWVWGZW,"NOT AVAILABLE","NOT AVAILABLE",2024-04-10T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412746,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B01LWVWGZW,"NOT AVAILABLE","NOT AVAILABLE",2024-04-10T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B01L7Q54NI,"NOT AVAILABLE","NOT AVAILABLE",2024-04-11T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412746,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B01L7Q54NI,"NOT AVAILABLE","NOT AVAILABLE",2024-04-11T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B09HJDSQ5P,"NOT AVAILABLE","NOT AVAILABLE",2024-04-12T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412746,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B01MSWC05T,"NOT AVAILABLE","NOT AVAILABLE",2024-04-14T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412746,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0778CV9Y4,"NOT AVAILABLE","NOT AVAILABLE",2024-04-14T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412746,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B0778CV9Y4,"NOT AVAILABLE","NOT AVAILABLE",2024-04-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G8S1LG134041039L,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",4193160020,Failed,"NOT AVAILABLE","NOT AVAILABLE"
B075HXST4P,"NOT AVAILABLE","NOT AVAILABLE",2024-04-15T00:00:00.00Z,"Enhanced TypeSetting",IOS,"64A32768C3794A7CA443A2368E83E905","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",1191412746,Failed,"NOT AVAILABLE","NOT AVAILABLE"
