ASIN,country,created_timestamp,preferred_marketplace,device_family,item_clicked_on_ASIN,card_position,item_position_within_card,action,action_type,action_source,kindle_app_version
Not Available,,2025-01-12T02:03:53Z,www.amazon.com,Kindle for iOS,B0DKLMBCC2,5,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191414794
Not Available,,2025-04-09T02:57:21Z,www.amazon.com,Kindle for iOS,B0C6NBLBL2,4,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191415434
Not Available,,2025-04-17T02:07:54Z,www.amazon.com,Kindle for iOS,B0DXRFJWTR,11,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415568
Not Available,,2025-05-28T02:29:40Z,www.amazon.com,Kindle for iOS,B0DXVVG8LM,8,15,QUICKVIEW,tap,BOOK_ENTITY_LIST.14,1191415946
Not Available,,2025-08-05T01:07:40Z,www.amazon.com,Kindle for iOS,B0DPBKRC1P,5,19,QUICKVIEW,tap,BOOK_ENTITY_LIST.18,1191416458
Not Available,,2025-06-30T20:35:38Z,www.amazon.com,Kindle for iOS,B0FBQ27P22,5,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191416224
Not Available,,2025-03-17T00:48:27Z,www.amazon.com,Kindle for iOS,B0CYXRSX2V,15,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415306
Not Available,,2025-06-06T03:41:22Z,www.amazon.com,Kindle for iOS,B0CQKGZL6K,10,6,QUICKVIEW,tap,BOOK_ENTITY_LIST.5,1191415946
Not Available,,2025-05-25T21:41:47Z,www.amazon.com,Kindle for iOS,,6,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-05-31T03:40:42Z,www.amazon.com,Kindle for iOS,,7,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2024-10-23T22:00:05Z,www.amazon.com,Kindle for iOS,B0D4W772V5,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191414410
Not Available,,2025-06-02T14:38:02Z,www.amazon.com,Kindle for iOS,B0DQVGJ7ZK,5,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415946
Not Available,,2025-04-24T23:02:39Z,www.amazon.com,Kindle for iOS,B0F1Y9XH1B,10,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415648
Not Available,,2025-06-06T03:49:08Z,www.amazon.com,Kindle for iOS,,1,1,STORE,tap,BROWSE_OPTIONS_LIST_ZONE.0,1191415946
Not Available,,2025-05-25T21:40:29Z,www.amazon.com,Kindle for iOS,,4,1,VIEW,swipe,THEMED_IMAGE_1,1191415946
Not Available,,2025-05-28T02:29:07Z,www.amazon.com,Kindle for iOS,B0DQVGJ7ZK,8,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191415946
Not Available,,2025-06-01T05:20:41Z,www.amazon.com,Kindle for iOS,B0F499LJL8,8,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415946
Not Available,,2025-06-01T05:19:11Z,www.amazon.com,Kindle for iOS,B0DXRFJWTR,4,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415946
Not Available,,2025-09-25T16:59:20Z,www.amazon.com,Kindle for iOS,B08LDYBGJD,5,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191416970
Not Available,,2025-06-06T03:40:57Z,www.amazon.com,Kindle for iOS,,8,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-06-04T01:51:12Z,www.amazon.com,Kindle for iOS,B0DJPZ5CGC,13,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2025-05-20T05:28:03Z,www.amazon.com,Kindle for iOS,,11,1,QUICKVIEW,tap,WEBVIEW_1,1191415818
Not Available,,2025-05-25T21:41:04Z,www.amazon.com,Kindle for iOS,B0DZ3JM6XM,5,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191415946
Not Available,,2025-06-01T05:20:08Z,www.amazon.com,Kindle for iOS,,6,1,QUICKVIEW,tap,WEBVIEW_1,1191415946
Not Available,,2025-03-19T22:28:20Z,www.amazon.com,Kindle for iOS,B0DD7X5V3V,10,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415306
Not Available,,2025-05-31T03:40:10Z,www.amazon.com,Kindle for iOS,B0DJPX4312,5,8,QUICKVIEW,tap,BOOK_ENTITY_LIST.7,1191415946
Not Available,,2025-07-27T17:46:18Z,www.amazon.com,Kindle for iOS,,8,1,WEB,tap,WEBVIEW_1,1191416458
Not Available,,2025-05-26T00:30:25Z,www.amazon.com,Kindle for iOS,,6,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-01-12T02:04:43Z,www.amazon.com,Kindle for iOS,,6,1,WEB,tap,WEBVIEW_1,1191414794
Not Available,,2025-03-17T00:48:11Z,www.amazon.com,Kindle for iOS,B0DY3SL9FW,13,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191415306
Not Available,,2025-04-24T23:11:16Z,www.amazon.com,Kindle for iOS,B0F499LJL8,9,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191415648
Not Available,,2025-02-24T04:19:03Z,www.amazon.com,Kindle for iOS,B0D1PC9FHN,9,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191414928
Not Available,,2025-05-25T21:41:28Z,www.amazon.com,Kindle for iOS,B0F26K3NVW,5,12,QUICKVIEW,tap,BOOK_ENTITY_LIST.11,1191415946
Not Available,,2024-11-26T16:43:28Z,www.amazon.com,Kindle for iOS,B0D2GST88W,6,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414672
Not Available,,2025-09-02T01:54:49Z,www.amazon.com,Kindle for iOS,B0F26WNJZ2,8,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191416458
Not Available,,2025-06-19T19:49:58Z,www.amazon.com,Kindle for iOS,,10,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191416080
Not Available,,2024-11-26T16:45:04Z,www.amazon.com,Kindle for iOS,,1,3,FEED_CHANGE,tap,BROWSE_OPTIONS_LIST_ZONE.2,1191414672
Not Available,,2025-09-22T19:12:07Z,www.amazon.com,Kindle for iOS,B0F9V5PJ9B,6,15,QUICKVIEW,tap,BOOK_ENTITY_LIST.14,1191416970
Not Available,,2025-06-30T20:35:55Z,www.amazon.com,Kindle for iOS,,6,1,CATEGORY,click,WEBVIEW_1,1191416224
Not Available,,2025-06-30T20:35:42Z,www.amazon.com,Kindle for iOS,B0DXVVG8LM,5,6,QUICKVIEW,tap,BOOK_ENTITY_LIST.5,1191416224
Not Available,,2025-06-04T02:28:49Z,www.amazon.com,Kindle for iOS,B0C1LJS1XX,14,11,QUICKVIEW,tap,BOOK_ENTITY_LIST.10,1191415946
Not Available,,2025-06-11T23:45:43Z,www.amazon.com,Kindle for iOS,B0F4MFH1Y2,6,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2024-12-28T04:28:19Z,www.amazon.com,Kindle for iOS,,4,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191414688
Not Available,,2025-02-19T18:24:08Z,www.amazon.com,Kindle for iOS,B09PMH37YN,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191414928
Not Available,,2024-12-09T22:42:09Z,www.amazon.com,Kindle for iOS,B0CL5MGJ62,5,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191414688
Not Available,,2025-09-27T02:04:03Z,www.amazon.com,Kindle for iOS,B0D5SS7BBH,7,15,QUICKVIEW,tap,BOOK_ENTITY_LIST.14,1191416970
Not Available,,2025-04-11T11:02:01Z,www.amazon.com,Kindle for iOS,B0DTBXC1MN,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415568
Not Available,,2025-04-17T02:07:05Z,www.amazon.com,Kindle for iOS,B07NF2BDFZ,8,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415568
Not Available,,2025-04-09T02:57:30Z,www.amazon.com,Kindle for iOS,B0F1Y9XH1B,4,11,QUICKVIEW,tap,BOOK_ENTITY_LIST.10,1191415434
Not Available,,2024-12-28T04:28:25Z,www.amazon.com,Kindle for iOS,,4,1,WEB,tap,WEBVIEW_1,1191414688
Not Available,,2025-06-11T23:42:12Z,www.amazon.com,Kindle for iOS,B0DKG9MS7S,4,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191415946
Not Available,,2025-06-19T21:09:12Z,www.amazon.com,Kindle for iOS,,7,1,QUICKVIEW,tap,WEBVIEW_1,1191416080
