created_timestamp,preferred_marketplace,country,device_family,ASIN,Selection highlight menu action,selection,audio_enabled
2025-09-19T23:16:48Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,4,false
2025-09-07T04:27:01Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,1,false
2025-09-20T14:20:30Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Display Lookup Cards,2,false
2025-09-12T23:28:26Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Remove highlight,8,false
2025-09-14T00:10:49Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Remove highlight,45,false
2025-08-23T23:45:44Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Open selection highlight menu,7,false
2025-09-02T04:23:19Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,1,false
2025-09-29T22:09:55Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Open selection highlight menu,12,false
2025-07-21T12:50:42Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Remove highlight,57,false
2025-09-09T00:56:43Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,1,false
2025-09-02T20:21:53Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,25,false
2025-09-26T11:23:10Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,1,false
2025-09-16T13:06:31Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,31,false
2025-09-25T20:12:41Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Remove highlight,16,false
2025-09-07T00:24:05Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-09-22T10:04:11Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,19,false
2025-08-28T01:10:46Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Dismiss,1,false
2025-09-08T04:16:06Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,17,false
2025-08-27T00:44:30Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Remove highlight,39,false
2025-09-04T18:05:06Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,37,false
2025-09-24T00:30:48Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,32,false
2025-08-30T18:12:14Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Open selection highlight menu,1,false
2025-09-26T00:28:52Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,25,false
2025-08-18T00:31:26Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Dismiss,8,false
2025-09-19T20:48:48Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,20,false
2025-09-19T00:02:43Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,30,false
2025-09-28T18:12:04Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,17,false
2025-09-23T18:17:01Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,14,false
2025-09-22T03:30:09Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,14,false
2025-08-20T21:20:58Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Open selection highlight menu,2,false
2025-09-28T14:33:00Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Open selection highlight menu,1,false
2025-07-18T18:44:20Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Dismiss,1,false
2025-09-23T11:16:12Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Remove highlight,13,false
2025-09-11T00:04:47Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,25,false
2025-08-04T09:22:25Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Remove highlight,11,false
2025-09-08T03:57:42Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-09-14T03:51:43Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Open selection highlight menu,1,false
2025-09-22T03:19:56Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,18,false
2025-09-20T01:33:38Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,1,false
2025-07-18T01:21:57Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-09-19T23:27:22Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,8,false
2025-07-17T00:51:27Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,1,false
2025-07-22T06:09:50Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,1,false
2025-08-28T13:23:05Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Remove highlight,7,false
2025-07-16T22:17:18Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,18,false
2025-09-14T01:02:32Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,22,false
2025-10-01T21:18:07Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Open selection highlight menu,1,false
2025-09-23T03:25:54Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,23,false
2025-09-22T01:28:52Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,1,false
2025-07-16T13:07:41Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Remove highlight,8,false
2025-07-22T12:02:26Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Remove highlight,23,false
2025-08-08T18:52:02Z,www.amazon.com,,Kindle for iOS,B0D9CC3C9Y,Dismiss,15,false
2025-09-30T14:59:57Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Dismiss,28,false
2025-09-09T23:30:48Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,26,false
2025-09-13T01:23:29Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,8,false
2025-08-26T18:14:08Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Open selection highlight menu,36,false
2025-08-29T20:43:11Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Remove highlight,19,false
2025-09-29T17:55:56Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Dismiss,1,false
2025-08-04T09:25:50Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Open selection highlight menu,21,false
2025-09-08T04:44:29Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,1,false
2025-09-07T06:37:17Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-09-13T16:39:31Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,20,false
2025-09-19T00:44:34Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,26,false
2025-09-20T01:35:42Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,5,false
2025-07-21T13:56:32Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,16,false
2025-09-04T01:06:53Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,13,false
2025-09-26T13:11:42Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Dismiss,46,false
2025-08-26T19:02:14Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Open selection highlight menu,28,false
2025-09-26T01:37:07Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Remove highlight,20,false
2025-07-17T23:40:06Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,19,false
2025-09-03T03:57:59Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,7,false
2025-09-19T21:19:28Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-09-09T20:23:01Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,1,false
2025-08-16T21:12:06Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Open selection highlight menu,4,false
2025-09-20T01:33:33Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Display Lookup Cards,2,false
2025-09-23T03:25:55Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,23,false
2025-09-28T18:12:05Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Remove highlight,17,false
2025-08-28T11:03:22Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Open selection highlight menu,8,false
2025-09-18T22:49:59Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,45,false
2025-09-07T00:47:57Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,23,false
2025-07-22T11:55:55Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,33,false
2025-07-17T21:36:43Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,1,false
2025-08-16T05:00:36Z,www.amazon.com,,Kindle for iOS,B0D7F96JNZ,Dismiss,29,false
2025-09-30T22:52:55Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Open selection highlight menu,5,false
2025-09-02T22:31:53Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,29,false
2025-07-22T00:18:08Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Remove highlight,2,false
2025-07-23T23:53:46Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,8,false
2025-09-16T01:14:42Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,24,false
2025-09-22T10:40:05Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-09-26T18:38:20Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,28,false
2025-09-20T14:59:28Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,2,false
2025-07-16T00:02:46Z,www.amazon.com,,Kindle for iOS,B0CPKCH1V8,Open selection highlight menu,1,false
2025-07-17T23:28:03Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-08-29T00:06:14Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Open selection highlight menu,9,false
2025-08-16T04:59:04Z,www.amazon.com,,Kindle for iOS,B0D7F96JNZ,Open selection highlight menu,1,false
2025-09-06T00:51:52Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,1,false
2025-09-03T05:56:07Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Remove highlight,33,false
2025-09-23T13:32:55Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-09-08T09:56:38Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,21,false
2025-07-22T13:15:04Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,1,false
2025-09-05T03:08:13Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Dismiss,1,false
2025-08-29T20:43:09Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,19,false
2025-09-05T12:41:22Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,2,false
2025-08-25T17:53:32Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Open selection highlight menu,8,false
2025-07-17T04:12:30Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,1,false
2025-09-07T02:33:33Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-09-20T00:35:48Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,24,false
2025-08-24T19:25:31Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Dismiss,1,false
2025-09-30T22:52:58Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Remove highlight,5,false
2025-07-24T01:34:32Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,32,false
2025-09-17T03:54:31Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,21,false
2025-09-22T00:12:32Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,17,false
2025-09-26T15:59:44Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Dismiss,1,false
2025-09-05T12:41:21Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,2,false
2025-09-29T01:57:45Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Remove highlight,29,false
2025-09-07T00:47:56Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,23,false
2025-09-22T03:52:37Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,14,false
2025-07-31T22:36:24Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Dismiss,1,false
2025-09-19T14:33:27Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,29,false
2025-09-15T21:42:33Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,21,false
2025-08-28T22:01:14Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Dismiss,1,false
2025-07-17T12:59:58Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,23,false
2025-08-29T18:25:00Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,27,false
2025-09-24T13:03:23Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-08-31T19:07:35Z,www.amazon.com,,Kindle for iOS,B0B7B2G4TD,Dismiss,23,false
2025-10-04T00:25:57Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Dismiss,1,false
2025-07-20T13:33:26Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,34,false
2025-07-18T18:39:36Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,1,false
2025-08-25T02:01:22Z,www.amazon.com,,Kindle for iOS,B0D7F96JNZ,Remove highlight,32,false
2025-09-23T17:12:21Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-09-30T14:28:21Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Open selection highlight menu,29,false
2025-07-23T10:41:15Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,1,false
2025-09-02T02:36:36Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,7,false
2025-09-14T12:47:53Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Open selection highlight menu,22,false
2025-09-23T18:06:41Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,21,false
2025-08-27T00:48:19Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Dismiss,1,false
2025-09-23T21:37:10Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,29,false
2025-07-18T04:14:55Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,1,false
2025-09-01T14:33:01Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Open selection highlight menu,22,false
2025-08-29T12:59:03Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,22,false
2025-07-22T11:55:53Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,33,false
2025-09-09T22:06:36Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Remove highlight,27,false
2025-07-17T03:36:23Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Remove highlight,23,false
2025-09-20T00:48:56Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-08-08T18:52:22Z,www.amazon.com,,Kindle for iOS,B0D9CC3C9Y,Open selection highlight menu,5,false
2025-09-05T00:59:46Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Dismiss,1,false
2025-08-29T12:03:24Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,25,false
2025-09-07T21:57:00Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-07-20T12:35:13Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Remove highlight,23,false
2025-09-21T19:21:34Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,2,false
2025-09-29T23:10:18Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Remove highlight,30,false
2025-08-25T20:07:09Z,www.amazon.com,,Kindle for iOS,B003IYI6TC,Open selection highlight menu,8,false
2025-09-04T12:30:03Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Remove highlight,18,false
2025-07-21T12:50:41Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,57,false
2025-09-07T06:43:24Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-09-19T22:25:06Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,31,false
2025-09-27T17:10:42Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Open selection highlight menu,2,false
2025-08-16T05:02:32Z,www.amazon.com,,Kindle for iOS,B0D7F96JNZ,Open selection highlight menu,16,false
2025-09-18T22:52:28Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-09-22T01:45:55Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-08-17T19:09:53Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,27,false
2025-09-22T03:52:40Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Remove highlight,14,false
2025-09-09T05:48:58Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,1,false
2025-07-18T03:36:30Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,1,false
2025-09-12T00:39:09Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,19,false
2025-07-21T15:15:09Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,26,false
2025-09-16T03:57:54Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,29,false
2025-09-21T20:54:26Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,28,false
2025-10-01T00:32:41Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Dismiss,16,false
2025-09-14T03:56:40Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Dismiss,1,false
2025-07-22T00:18:06Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,7,false
2025-09-01T15:50:45Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Dismiss,1,false
2025-07-17T17:13:52Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,3,false
2025-07-17T00:45:17Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,15,false
2025-08-26T23:43:58Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Dismiss,37,false
2025-09-07T23:58:49Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,30,false
2025-09-28T03:51:17Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Open selection highlight menu,1,false
2025-07-18T13:58:14Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Remove highlight,39,false
2025-09-07T03:04:12Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-08-01T04:29:28Z,www.amazon.com,,Kindle for iOS,B0CW1J839S,Open selection highlight menu,1,false
2025-09-16T03:05:59Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,17,false
2025-09-29T01:57:42Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,29,false
2025-07-16T15:43:40Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,1,false
2025-08-24T16:31:31Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Open selection highlight menu,30,false
2025-08-29T18:10:28Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Remove highlight,2,false
2025-07-18T23:56:38Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Dismiss,19,false
2025-07-22T10:51:08Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Remove highlight,22,false
2025-09-19T22:48:00Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Display Lookup Cards,2,false
2025-09-12T00:39:11Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Remove highlight,19,false
2025-10-02T03:15:17Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Dismiss,1,false
2025-08-29T20:32:55Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,27,false
2025-07-21T04:44:26Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,1,false
2025-09-03T05:56:04Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,33,false
2025-07-18T01:21:57Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,1,false
2025-09-28T03:51:18Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Dismiss,1,false
2025-07-31T22:16:08Z,www.amazon.com,,Kindle for iOS,B0CW1J839S,Dismiss,1,false
2025-09-16T13:14:41Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,4,false
2025-07-20T21:52:42Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Remove highlight,14,false
2025-08-26T17:03:05Z,www.amazon.com,,Kindle for iOS,B003IYI6TC,Dismiss,7,false
2025-09-19T23:03:29Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,32,false
2025-08-28T01:10:46Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Open selection highlight menu,1,false
2025-07-17T21:34:25Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Remove highlight,14,false
2025-09-23T11:16:09Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,13,false
2025-07-22T04:37:52Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,1,false
2025-08-25T17:53:31Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Dismiss,8,false
2025-09-19T00:46:15Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,30,false
2025-09-10T01:39:50Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Remove highlight,24,false
2025-08-17T20:02:46Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Dismiss,1,false
2025-09-29T02:04:13Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,32,false
2025-10-03T23:50:55Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Open selection highlight menu,19,false
2025-08-21T02:24:33Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Dismiss,1,false
2025-07-22T00:18:06Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,7,false
2025-07-27T01:05:17Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Open selection highlight menu,38,false
2025-09-23T20:51:39Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-07-26T22:28:08Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Dismiss,24,false
2025-09-22T02:45:17Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Remove highlight,32,false
2025-09-23T21:28:09Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,2,false
2025-09-22T00:53:13Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,28,false
2025-08-29T19:19:41Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,29,false
2025-08-23T20:25:19Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Open selection highlight menu,39,false
2025-09-07T05:29:58Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,38,false
2025-08-29T18:30:57Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,33,false
2025-07-17T01:47:13Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Remove highlight,6,false
2025-07-17T12:59:59Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,23,false
2025-09-14T17:57:05Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Open selection highlight menu,1,false
2025-09-04T14:09:07Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,1,false
2025-07-27T06:49:13Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Dismiss,1,false
2025-07-17T00:45:16Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,15,false
2025-07-19T00:06:46Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,1,false
2025-07-27T04:00:35Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Open selection highlight menu,20,false
2025-08-25T01:10:50Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Dismiss,1,false
2025-09-16T01:05:49Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,13,false
2025-09-02T02:17:52Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,24,false
2025-08-30T01:26:10Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,41,false
2025-07-23T08:18:44Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,7,false
2025-07-20T16:21:04Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Remove highlight,40,false
2025-07-18T19:18:23Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Dismiss,22,false
2025-09-10T01:39:48Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,24,false
2025-07-23T22:13:47Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Dismiss,6,false
2025-07-17T23:49:40Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Remove highlight,30,false
2025-07-22T10:58:00Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,1,false
