Created Timestamp,Preferred Marketplace,Device Family,ASIN,Event Type,Context,Action Id,Widget Layout,Autoshelving Tutorial Shown,Kindle ASIN,Autoshelving Hides By Default,Is Goodreads User,Widget Invoked By,Device Is Offline,Shelf Status
2024-05-16T02:00:28Z,www.amazon.com,iOS,B0B36FKPS8,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0B36FKPS8,Yes,Yes,Invoked By Book Menu,No,read
2025-02-25T15:22:03Z,www.amazon.com,Mac,B0DDKHNVWF,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0DDKHNVWF,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-11-03T03:16:26Z,www.amazon.com,iOS,B0181ONKDU,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0181ONKDU,Yes,Yes,Invoked By Book Menu,No,read
2025-03-24T20:54:39Z,www.amazon.com,iOS,B08XK8L1J7,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B08XK8L1J7,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-05-20T05:15:50Z,www.amazon.com,iOS,B0CRPVLGRC,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CRPVLGRC,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-02-24T04:52:05Z,www.amazon.com,iOS,B09BN2WNPP,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B09BN2WNPP,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-01-08T22:51:32Z,www.amazon.com,iOS,B075CRQLKG,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B075CRQLKG,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-04-13T22:45:58Z,www.amazon.com,iOS,Not Applicable,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CM5L5T6D,Yes,Yes,Invoked By Book Menu,No,read
2025-01-29T03:43:42Z,www.amazon.com,iOS,B00VVG6LMI,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B00VVG6LMI,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-03-19T22:32:42Z,www.amazon.com,iOS,B0DPLWFDWY,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0DPLWFDWY,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-08-23T22:04:58Z,www.amazon.com,iOS,B07DMZ5YR9,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B07DMZ5YR9,No,Yes,Invoked By Book Menu,No,read
2024-10-01T00:45:00Z,www.amazon.com,iOS,B075CW598Y,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B075CW598Y,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-03-21T16:28:03Z,www.amazon.com,iOS,B0D46PR72D,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0D46PR72D,Yes,Yes,Invoked By Book Menu,No,read
2024-11-01T13:08:01Z,www.amazon.com,iOS,B0C3426KGW,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0C3426KGW,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-05-31T03:47:11Z,www.amazon.com,iOS,B0DZ3JM6XM,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0DZ3JM6XM,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-01-15T21:39:50Z,www.amazon.com,iOS,B0CKH896T8,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CKH896T8,Yes,Yes,Invoked By Book Menu,No,read
2025-03-11T20:33:02Z,www.amazon.com,iOS,B08T6XN4FP,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B08T6XN4FP,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-03-05T15:02:34Z,www.amazon.com,iOS,B07QNKVR3N,ManualShelving,AnyActionsAutoShelvingWidget,PerformManualShelving,ManualShelvingLayout,Yes,B07QNKVR3N,Yes,Yes,Invoked By Book Menu,No,read
2024-09-28T12:15:06Z,www.amazon.com,iOS,B09SS8VQD6,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B09SS8VQD6,Yes,Yes,InvokedByBookOpen,No,read
2025-07-05T14:57:38Z,www.amazon.com,iOS,B0DJTBBNQX,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0DJTBBNQX,Yes,Yes,Invoked By Book Menu,No,read
2025-06-20T02:02:38Z,www.amazon.com,iOS,B0DJPX4312,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0DJPX4312,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-12-12T17:53:56Z,www.amazon.com,iOS,B0C44DX85D,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0C44DX85D,Yes,Yes,InvokedByBookOpen,No,read
2024-12-05T06:24:57Z,www.amazon.com,iOS,B00WASWK7Q,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B00WASWK7Q,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-02-08T22:02:38Z,www.amazon.com,iOS,B0B4KR2X87,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0B4KR2X87,Yes,Yes,Invoked By Book Menu,No,read
2024-03-26T03:58:28Z,www.amazon.com,iOS,B07Y82JMF8,ManualShelving,AnyActionsAutoShelvingWidget,PerformManualShelving,ManualShelvingLayout,Yes,B07Y82JMF8,Yes,Yes,Invoked By Book Menu,No,read
2025-05-20T10:53:49Z,www.amazon.com,iOS,B0D3Z2M35D,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0D3Z2M35D,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-11-21T17:07:31Z,www.amazon.com,iOS,B01LOWN78Y,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B01LOWN78Y,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-02-29T01:11:51Z,www.amazon.com,iOS,B09HLCTYZ8,ManualShelving,AnyActionsAutoShelvingWidget,PerformManualShelving,ManualShelvingLayout,Yes,B09HLCTYZ8,Yes,Yes,Invoked By Book Menu,No,read
2024-04-01T19:09:07Z,www.amazon.com,iOS,B09Z7BYZS3,ManualShelving,AnyActionsAutoShelvingWidget,PerformManualShelving,ManualShelvingLayout,Yes,B09Z7BYZS3,Yes,Yes,Invoked By Book Menu,No,read
2024-12-04T20:25:20Z,www.amazon.com,iOS,B0BKTXQPXR,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0BKTXQPXR,Yes,Yes,Invoked By Book Menu,No,read
2025-01-25T05:29:39Z,www.amazon.com,iOS,B0CW1FKFB9,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CW1FKFB9,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-03-03T03:56:20Z,www.amazon.com,iOS,B0CLGW57HP,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CLGW57HP,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-06-23T23:51:59Z,www.amazon.com,iOS,B0DFGDFM4V,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0DFGDFM4V,Yes,Yes,Invoked By Book Menu,No,read
2024-05-08T01:37:46Z,www.amazon.com,iOS,B0BPVJ4RVR,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0BPVJ4RVR,Yes,Yes,Invoked By Book Menu,No,read
2024-03-03T07:25:37Z,www.amazon.com,iOS,B09S1CMMBT,ManualShelving,AnyActionsAutoShelvingWidget,PerformManualShelving,ManualShelvingLayout,Yes,B09S1CMMBT,Yes,Yes,Invoked By Book Menu,No,read
2024-12-19T14:44:54Z,www.amazon.com,iOS,B0CN25HCG7,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CN25HCG7,Yes,Yes,InvokedByBookOpen,No,currently-reading
