device_record_time,Device Serial Number,country_of_residence,app_package_name,app_version_name,app_version_code,device_type,device_profile_type,app_profile_type,launch_count,duration_milliseconds,software_version,metric_level,product_mode,reason_code,metric_source,start_time,Amazon Marketplace
2024-04-20T15:17:47Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,11456,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:17:36Z,Amazon.com
2024-04-20T15:17:36Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,113671,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:15:42Z,Amazon.com
2024-04-20T15:17:35Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,113438,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:15:42Z,Amazon.com
2024-04-20T15:15:43Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,5787,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:15:37Z,Amazon.com
2024-04-20T15:15:37Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,107550,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:13:50Z,Amazon.com
2024-04-20T15:15:35Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,199995,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:08:39Z,Amazon.com
2024-04-20T15:10:13Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,93614,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:08:39Z,Amazon.com
2024-04-20T15:08:40Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,24199,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:08:16Z,Amazon.com
2024-04-20T03:00:05Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,1790449,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T02:30:15Z,Amazon.com
2024-04-20T02:20:53Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2676646,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T01:36:16Z,Amazon.com
2024-04-20T01:36:16Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,36573,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T01:35:40Z,Amazon.com
2024-04-20T01:36:15Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,39359,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T02:21:59Z,Amazon.com
2024-04-17T02:22:03Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,3062,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T02:22:00Z,Amazon.com
2024-04-17T02:22:01Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,3082180,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:30:39Z,Amazon.com
2024-04-17T01:30:39Z,G8S1LG134041039L,United States,com.lab126.booklet.audiblePlayer,UNKNOWN,0,Ereader,Not Available,Not Available,1,25091,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:30:14Z,Amazon.com
2024-04-17T01:30:17Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,23264,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:29:53Z,Amazon.com
2024-04-17T01:29:54Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,4619,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:29:49Z,Amazon.com
2024-04-17T01:29:51Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,2941,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:29:48Z,Amazon.com
2024-04-17T01:29:50Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,8155,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:29:42Z,Amazon.com
2024-04-17T01:25:58Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,219168,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:22:19Z,Amazon.com
2024-04-17T01:22:19Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,519205,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-17T01:13:40Z,Amazon.com
