created_timestamp,preferred_marketplace,country,device_family,ASIN,prev_state,curr_state
2024-04-12T02:51:22Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-07T19:15:13Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-06T08:34:51Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-08T02:51:27Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-08T19:45:57Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-15T00:54:18Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-08T10:54:12Z,US,US,Kindle E-reader,Not Available,ACTIVE,SCREEN SAVER
2024-04-04T02:53:09Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-02T09:48:11Z,US,US,Kindle E-reader,B0BHLBHG79,SCREEN SAVER,ACTIVE
2024-04-08T02:53:02Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-03-31T00:23:52Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-15T08:33:13Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-03-31T01:03:22Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-15T23:48:00Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-07T20:18:50Z,US,US,Kindle E-reader,B00N6PD7L0,SCREEN SAVER,ACTIVE
2024-04-07T20:14:58Z,US,US,Kindle E-reader,B00N6PD7L0,SCREEN SAVER,ACTIVE
2024-03-31T01:03:23Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-03-31T03:58:39Z,US,US,Kindle E-reader,B07ZFZZ2GQ,ACTIVE,SCREEN SAVER
2024-04-13T16:12:41Z,US,US,Kindle E-reader,Not Available,ACTIVE,SCREEN SAVER
