created_timestamp,preferred_marketplace,country,device_family,ASIN,metric_name,SelectedValue,activePageName,VoiceViewStatus,ToPageName
2024-03-30T21:35:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Warmth schedule Settings screen,Clicked,Home,VoiceView turned off,Warmth Schedule
2024-04-02T01:27:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,Home,VoiceView turned off,
2024-04-06T22:26:57Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Library,VoiceView turned off,
2024-03-30T01:23:54Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-03-30T02:05:44Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-20T01:35:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Library,VoiceView turned off,
2024-03-30T01:43:22Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-03-31T03:38:54Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Set Brightness Level,6,In-book,VoiceView turned off,
2024-03-31T01:05:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Library,VoiceView turned off,
2024-04-06T22:48:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-03-30T01:08:49Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Auto brightness,On,In-book,VoiceView turned off,
2024-07-17T15:41:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,KPP_SETTINGS,VoiceView turned off,
2024-04-06T20:22:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-04-07T02:15:06Z,www.amazon.com,US,Kindle E-reader,B00O6V45E6,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-04-23T04:57:22Z,www.amazon.com,US,Kindle E-reader,B09X6HZ4FT,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-28T00:22:05Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-03-30T01:43:27Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,All Settings,Clicked,In-book,VoiceView turned off,Settings
2024-04-15T23:48:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Library,VoiceView turned off,
2024-04-13T13:15:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-04-15T20:07:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Home,VoiceView turned off,
2024-04-22T04:16:41Z,www.amazon.com,US,Kindle E-reader,B083GY7J9P,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-31T02:43:53Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Set Brightness Level,12,In-book,VoiceView turned off,
2024-03-29T02:57:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped outside window,Home,VoiceView turned off,
2024-04-11T00:53:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-04-15T20:07:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-04-15T23:48:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Library,VoiceView turned off,
2024-03-30T01:44:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-03-30T00:53:04Z,www.amazon.com,US,Kindle E-reader,B0CYWDS6CT,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-30T01:19:05Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Set Warmth Level,24,In-book,VoiceView turned off,
2024-04-06T02:18:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-03-29T02:47:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,Goodreads,VoiceView turned off,
2024-04-11T00:54:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-04-09T04:05:56Z,www.amazon.com,US,Kindle E-reader,B00QE1DLIC,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-04-07T03:08:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped outside window,Home,VoiceView turned off,
2024-04-09T00:08:10Z,www.amazon.com,US,Kindle E-reader,B00QE1DLIC,Data sync,Clicked,In-book,VoiceView turned off,
2024-04-07T21:54:35Z,www.amazon.com,US,Kindle E-reader,B00N6PD7L0,Set Brightness Level,9,In-book,VoiceView turned off,
2024-04-06T22:22:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Library,VoiceView turned off,
2024-04-15T00:45:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-04-06T02:52:21Z,www.amazon.com,US,Kindle E-reader,B00BKK6E04,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-31T01:05:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Library,VoiceView turned off,
2024-03-30T21:34:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Home,VoiceView turned off,
2024-04-11T00:53:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-04-08T01:38:23Z,www.amazon.com,US,Kindle E-reader,B00N6PD7L0,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-04-06T16:21:14Z,www.amazon.com,US,Kindle E-reader,B00BKK6E04,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-30T05:39:47Z,www.amazon.com,US,Kindle E-reader,B09DTJF1WD,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-04-07T03:08:05Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,Home,VoiceView turned off,
2024-07-20T16:26:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Library,VoiceView turned off,
2024-03-30T01:19:05Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-03-30T00:54:20Z,www.amazon.com,US,Kindle E-reader,B0CYWDS6CT,Closed Quick Actions,Swiped up,In-book,VoiceView turned off,
2024-04-07T21:54:35Z,www.amazon.com,US,Kindle E-reader,B00N6PD7L0,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-30T02:05:52Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-04-05T01:26:57Z,www.amazon.com,US,Kindle E-reader,B008WOTQGU,Data sync,Clicked,In-book,VoiceView turned off,
2024-04-06T16:21:11Z,www.amazon.com,US,Kindle E-reader,B00BKK6E04,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-04T06:56:12Z,www.amazon.com,US,Kindle E-reader,B0BJJTTM8K,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-07-20T16:26:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Library,VoiceView turned off,
2024-04-06T20:27:48Z,www.amazon.com,US,Kindle E-reader,B00H57X864,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-03-30T01:08:53Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-04-11T00:53:43Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Home,VoiceView turned off,
2024-07-17T15:39:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,Home,VoiceView turned off,
2024-04-20T01:36:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Library,VoiceView turned off,
2024-04-13T13:15:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-04-04T06:16:10Z,www.amazon.com,US,Kindle E-reader,B0BJJTTM8K,Data sync,Clicked,In-book,VoiceView turned off,
2024-04-06T20:22:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped outside window,Home,VoiceView turned off,
2024-07-17T15:41:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,KPP_SETTINGS,VoiceView turned off,
2024-04-06T20:27:48Z,www.amazon.com,US,Kindle E-reader,B00H57X864,Set Brightness Level,8,In-book,VoiceView turned off,
2024-04-06T20:21:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Home,VoiceView turned off,
2024-03-29T02:47:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Set Brightness Level,0,Settings,VoiceView turned off,
2024-04-06T10:07:22Z,www.amazon.com,US,Kindle E-reader,B00BKK6E04,Opened Quick Actions,Tapped Quick Actions drop-down button,In-book,VoiceView turned off,
2024-03-31T12:47:12Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Data sync,Clicked,In-book,VoiceView turned off,
2024-04-04T06:16:09Z,www.amazon.com,US,Kindle E-reader,B0BJJTTM8K,Opened Quick Actions,Tapped Quick Actions drop-down button,In-book,VoiceView turned off,
2024-04-06T01:48:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Home,VoiceView turned off,
2024-04-11T03:19:54Z,www.amazon.com,US,Kindle E-reader,B01L7Q54NI,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
