"Product Name","ASIN","Author ID"
"Drop, Cover, and Hold On (The Improbable Meet-Cute collection)","B0CL7KPNQR","B073D2S3D2"
"With Any Luck (The Improbable Meet-Cute collection)","B0CL7KDZJT","B00H7KAML8"
"Royal Valentine (The Improbable Meet-Cute collection)","B0CL7L3H7B","B00YB6ARUM"
"RONAN (The Wolf Hotel)","B01N7KLCRR","B00539O6SK"
"One with You (Crossfire Series Book 5)","B0183KJZE0","B001H6ETRQ"
"One with You: Crossfire, Book 5","B01D3ERSYU","B001H6ETRQ"
"Captivated by You: Crossfire, Book 4","B00OKXCIZI","B001H6ETRQ"
"Captivated By You (Crossfire, Book 4)","B00NEQRNVG","B001H6ETRQ"
"Entwined with You (Crossfire, Book 3)","B008UCJ7KO","B001H6ETRQ"
"Entwined with You: Crossfire, Book 3","B00BR1FKPG","B001H6ETRQ"
"Reflected in You (Crossfire, Book 2)","B008673ZAQ","B001H6ETRQ"
"Reflected in You: A Crossfire Novel, Book 2","B009NJILSM","B001H6ETRQ"
"Bared to You (Crossfire, Book 1)","B00846REIS","B001H6ETRQ"
"Surrender To Me (The Wolf Hotel Book 4)","B0757CRTLY","B00539O6SK"
"Surrender To Me (The Wolf Hotel Book 4)","B0757CRTLY","B08ZZVZ9MT"
"Own Me (The Wolf Hotel Book 5)","B0CLT4QRQL","B00539O6SK"
"Teach Me (The Wolf Hotel Book 3)","B01M04PNMH","B00539O6SK"
"Teach Me (The Wolf Hotel Book 3)","B01M04PNMH","B08ZZVZ9MT"
"Break Me (The Wolf Hotel Book 2)","B01BU2NFTO","B00539O6SK"
"Break Me (The Wolf Hotel Book 2)","B01BU2NFTO","B08ZZVZ9MT"
"Tempt Me (The Wolf Hotel Book 1)","B017S3J3X6","B00539O6SK"
"Tempt Me (The Wolf Hotel Book 1)","B017S3J3X6","B08ZZVZ9MT"
"Boss in the Bedsheets","B07XQK3SGQ","B00OBYI288"
"Surrender to Me: Wolf Hotel Series, Book 4","B07X273RL7","B00539O6SK"
"Surrender to Me: Wolf Hotel Series, Book 4","B07X273RL7","B08ZZVZ9MT"
"Teach Me: Wolf Hotel Series, Book 3","B07WF92T1S","B00539O6SK"
"Teach Me: Wolf Hotel Series, Book 3","B07WF92T1S","B08ZZVZ9MT"
"Tempt Me: Wolf Hotel Series, Book 1","B07TFKJMYP","B00539O6SK"
"Tempt Me: Wolf Hotel Series, Book 1","B07TFKJMYP","B08ZZVZ9MT"
"Rosie and the Dreamboat: The Improbable Meet-Cute Collection","B0CRVWYNZM","B01BLQYDKY"
"Rosie and the Dreamboat (The Improbable Meet-Cute collection)","B0CL7L1Y9X","B01BLQYDKY"
"Hunting Adeline: Cat and Mouse Duet, Book 2","B0BHXKT8RL","B07H74G916"
"A Court of Mist and Fury (Part 1 of 2) (Dramatized Adaptation): A Court of Thorns and Roses 2","B09YGH24X9","B0070291GK"
"The Difference Between Us: Opposites Attract Series, Book 2","B0773VKCFF","B004SJTSCA"
"Camera Shy (Lessons in Love)","B0C7QYS91W","B0B241WVTL"
"Sinful Palace: A Dark Captive Romance (Ruthless Rulers Book 2)","B08266V1T2","B0FD3FZK1Y"
"Broken Princess: A Dark Captive Romance (Ruthless Rulers Book 3)","B08266SRVP","B0FD3FZK1Y"
"Ruthless Prince: A Dark Captive Romance (Ruthless Rulers Book 1)","B08266PLCC","B0FD3FZK1Y"
"The Exception to the Rule: The Improbable Meet-Cute Collection","B0CRVW82FB","B009XCC1L2"
"The Exception to the Rule (The Improbable Meet-Cute collection)","B0CL7GMPD4","B009XCC1L2"
"The Worst Guy","B09P5GT746","B00OBYI288"
"Worst Wingman Ever: The Improbable Meet-Cute Collection","B0CRVXFM7H","B07KX5X24Y"
"Worst Wingman Ever (The Improbable Meet-Cute collection)","B0CL7H4JD9","B07KX5X24Y"
"The Baby Clause: 2.0 (The Contract Series)","B071NRXLXB","B00GV6LB00"
"Part-Time Husband (Trophy Husbands Book 1)","B07B9WH8KT","B00A1LSI02"
"The Contract: An enemies to marriage office romance (The Contract Series Book 1)","B01D6TA9Y8","B00GV6LB00"
"Credence","B083TZV25B","B00DH04U8I"
"Praise (Salacious Players' Club)","B09NJBVM8Z","B07Y8SVDN7"
"The Amendment (The Contract Series Book 2)","B07WJ2X243","B00GV6LB00"
"Paint It All Red (Mindf*ck Series Book 5)","B01N7GREG9","B01N2YXWZG"
"All The Lies (Mindf*ck Series Book 4)","B01MTZDCUN","B01N2YXWZG"
"Scarlet Angel (Mindf*ck Series Book 3)","B01MYYEYWP","B01N2YXWZG"
"Sidetracked (Mindf*ck Series Book 2)","B01N5C6HP9","B01N2YXWZG"
"The Risk (Mindf*ck Series #1)","B01MST9RU9","B01N2YXWZG"
"Punk 57","B01KB8XC5A","B00DH04U8I"
"Birthday Girl","B07C7N5CBS","B00DH04U8I"
"Credence","B08MKQ94TJ","B00DH04U8I"
"So Not Meant To Be","B09X6KD3CS","B00G2PREA6"
"Untying the Knot","B0BDW83LGQ","B00G2PREA6"
"A Long Time Coming","B0BDW9C3JY","B00G2PREA6"
"The Secret to Dating Your Best Friend's Sister (The Bromance Club Book 1)","B07J2VTTL9","B00G2PREA6"
"Twisted Love","B08Y6DCS1Y","B00X0CEQNW"
"Twisted Games","B091SLLP6H","B00X0CEQNW"
"Twisted Hate","B0994RZ2L1","B00X0CEQNW"
"Twisted Lies","B09QY2KWKY","B00X0CEQNW"
"A Deal with the Bossy Devil: An Enemies to Lovers Billionaire Boss Romance (Bad Billionaire Bosses Book 1)","B0CB1RMZRC","B08K6RG1XM"
"In Love And War: An Enemies to Lovers Office Romance","B08K62VYDJ","B08K6RG1XM"
"Honestly, I'm Totally Faking It","B09S1CMMBT","B07TTPC8BC"
"Paint Me Perfect (Real Life, Real Love)","B0B232HFC9","B0B241WVTL"
"Rewrite the Rules (Real Life, Real Love)","B0B3Y4VFLK","B0B241WVTL"
"A Not So Meet Cute","B09HLCTYZ8","B00G2PREA6"
"Twisted Hate: Twisted, Book 3","B0B6H8FSBQ","B00X0CEQNW"
"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","B01MTW5T1F","B001YDEZJO"
"Graphic Artists Guild Handbook, 16th Edition: Pricing & Ethical Guidelines","B0BXBMKSBT","B08YJSMK7S"
"What to Expect the First Year: (Updated in 2025)","B00KVRDACW","B001H6L27G"
"What to Expect the First Year: (Updated in 2025)","B00KVRDACW","B001H6O264"
"Jim Trelease's Read-Aloud Handbook: Eighth Edition","0143133799","B001ITZ04I"
"Pappyland: A Story of Family, Fine Bourbon, and the Things That Last","0735221251","B07QG9VS8R"
"The Home Edit Workbook: Prompts, Activities, and Gold Stars to Help You Contain the Chaos","0593139828","B079ZBGQQ5"
"The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything","0593138309","B07MCH7ZVP"
"The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything","0593138309","B091QCLKWV"
"Cravings: Recipes for All the Food You Want to Eat: A Cookbook","1101903910","B001JOVTBK"
"Cravings: Recipes for All the Food You Want to Eat: A Cookbook","1101903910","B019GQTBA8"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","0544272994","B004H66444"
"You Need a Budget: The Proven System for Breaking the Paycheck-to-Paycheck Cycle, Getting Out of Debt, and Living the Life You Want","0062567586","B0045VXZU2"
"Sorry Spock, Emotions Drive Business: Proving the Value of Creative Ideas With Science","1642790710","B07N8P2T5C"
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation","B073DPVWGM","B00FEM9PAK"
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation","B073DPVWGM","B01LVUV5CF"
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation","B073DPVWGM","B01M06AR56"
"MKTG 9 (New, Engaging Titles from 4LTR Press)","B00V5CANEK","B001IGLYGE"
"MKTG 9 (New, Engaging Titles from 4LTR Press)","B00V5CANEK","B001IGQHTS"
"The Handmaid's Tale","B003JFJHTS","B000AQTHI0"
"You Don't Know JS: Scope & Closures","B00IV3J2A2","B006MAHIQ6"
"Photoshop: The Complete Beginners Guide To Mastering Photoshop In 24 Hours Or Less! Secrets Of Color Grading And Photo Manipulation! (Graphic Design, Adobe Photoshop, Digital Photography, Creativity)","B00XFREPWE","B00YLI3UZ4"
"The Unofficial Harry Potter Cookbook Presents: A Magical Christmas Menu (Unofficial Cookbook)","B004G8PYL2","B003NE3LE2"
"The Wedding Book: The Big Book for Your Big Day","B006MGDJB8","B001JSAW2I"
"The Wedding Book: The Big Book for Your Big Day","B006MGDJB8","B001JSFDRM"
"Blue Collar, Blue Scrubs: The Making of a Surgeon","B003K15P74","B001KDE2FA"
"The Moosewood Cookbook: 40th Anniversary Edition","B00IWTTQ74","B000APA4VU"
"CLEP® History of the U.S. I Book + Online (CLEP Test Preparation)","B00CRWLKS0","B0CMWRYGQR"
"You Don't Know JS: Up & Going","B00V20DQU8","B006MAHIQ6"
